cq,set,embedding
Are there images of the item being used or created by the artist?,HA-1,"[-3.79663445e-02  1.27126798e-01 -6.84368536e-02  1.75506063e-02
  4.41842787e-02 -1.10153540e-03  6.46302328e-02 -4.82012294e-02
  1.88475456e-02 -1.32491579e-02  1.56814158e-02  2.28287093e-02
  3.26308720e-02 -1.11114178e-02 -3.26293521e-02  1.89087316e-02
 -5.85842924e-03  1.09025985e-02 -1.56056751e-02 -5.78647433e-03
  6.51517212e-02 -2.14342121e-02  3.20100524e-02 -3.75980772e-02
  2.58157272e-02  3.89138833e-02  1.96395796e-02  4.48825164e-03
  1.08272515e-01 -4.02636528e-02 -2.26421002e-02 -2.18601823e-02
  5.72192110e-02  2.65835188e-02  4.26051430e-02  4.28705364e-02
  3.69910151e-02  6.61394075e-02  3.09127327e-02  3.71639989e-02
  1.95764471e-02 -3.10199857e-02 -2.83830445e-02  1.56896897e-02
  1.04197375e-02  1.93607323e-02 -2.79525314e-02 -3.18678394e-02
 -4.11842354e-02  3.72740217e-02 -6.71456233e-02 -1.87039990e-02
 -1.97910145e-02 -6.92462996e-02  7.20614046e-02 -3.69077846e-02
  3.21015306e-02 -5.91985285e-02  2.00940948e-02  6.27998039e-02
  3.26805450e-02  6.05517067e-02 -5.72155453e-02  4.91540805e-02
  2.48372983e-02  3.51655520e-02 -3.68160498e-03 -8.69995728e-02
  9.80782509e-03 -1.12731256e-01  1.03450470e-01 -4.94806506e-02
 -1.84070226e-02 -4.10623066e-02 -3.19703594e-02 -8.07903614e-03
  3.71038429e-02 -5.83012961e-02 -1.21432535e-01 -6.60096258e-02
  1.61805248e-03  3.21390480e-02  2.27050781e-02  9.14649852e-03
 -3.99118736e-02  9.31147113e-02 -2.49263924e-02 -9.35076363e-03
 -3.89773212e-03 -5.67515492e-02 -6.86878199e-03  2.86631789e-02
 -1.22259781e-01 -4.76421118e-02  6.47861138e-02  2.78326770e-04
 -1.61440000e-02  5.36882086e-03  2.90258583e-02  5.25572374e-02
  4.82344478e-02 -2.27220245e-02  6.84582815e-02 -2.99156345e-02
  3.99866365e-02 -5.11477776e-02 -4.40666564e-02  6.30715769e-03
  3.02860769e-03  3.91596630e-02 -5.76317199e-02 -3.43989558e-03
 -9.13680941e-02 -6.73495140e-03 -5.51795959e-03 -1.23496085e-01
 -5.91497347e-02 -3.90078537e-02 -4.59481329e-02 -5.19011207e-02
  5.29441312e-02 -9.34319323e-05  3.27193318e-03 -1.91616658e-02
 -1.17130689e-01 -5.04931509e-02 -7.50636905e-02 -4.28400614e-33
  6.57515824e-02 -2.39286367e-02  5.80754578e-02 -1.21404519e-02
  7.06107244e-02 -3.78982574e-02  2.17501037e-02 -6.91887643e-03
  3.58491465e-02  1.34531676e-03  4.19401973e-02  5.80525585e-02
 -2.61495076e-02  1.44476876e-01  1.75183285e-02 -1.68391913e-02
 -2.77065597e-02 -3.05371247e-02  2.27345116e-02 -3.48600522e-02
 -9.05453414e-02  3.22202668e-02  2.37911828e-02 -1.32537819e-02
  1.27540594e-02  8.44471082e-02  5.23719192e-03 -2.63052545e-02
  1.64466426e-02  1.27747972e-02 -2.38416474e-02  6.05170988e-02
 -4.23212303e-04 -5.41855209e-02 -5.71630821e-02  4.65401039e-02
 -4.92952168e-02 -1.22477384e-02 -4.32480276e-02  4.73057292e-02
  1.17891543e-01 -2.01845933e-02 -3.69259098e-04  9.02158916e-02
 -6.79316744e-02  1.82200074e-02 -1.58461910e-02  5.29749952e-02
  2.84388680e-02  3.16969752e-02  4.03489284e-02  3.90092507e-02
 -2.83263754e-02 -3.47920023e-02  1.49005931e-03  1.41821243e-02
 -7.09230313e-03 -7.73059353e-02  3.60946208e-02 -4.72580604e-02
  4.90586273e-02  1.05939865e-01  2.18640510e-02  1.14699982e-01
  6.26605144e-03  7.91715160e-02 -1.74319446e-02 -2.87612583e-02
  3.07056829e-02  1.10647706e-02 -1.07599042e-01  3.82740721e-02
  1.64249726e-02 -8.92380551e-02 -2.53918450e-02 -5.03215799e-03
 -4.26738039e-02 -8.55532847e-03 -6.07106313e-02  1.82712562e-02
 -5.45837022e-02 -1.61310118e-02  9.72293876e-03 -1.15229041e-05
 -7.49274939e-02 -1.54113332e-02  3.70444171e-02 -2.96104010e-02
  2.78350860e-02  4.24507000e-02 -5.35840839e-02  3.07018980e-02
 -2.82864869e-02 -5.00264838e-02 -9.87774804e-02  1.28204391e-33
 -5.24879433e-02 -5.66909183e-03  1.30212698e-02  2.75687110e-02
  1.51354065e-02 -4.62352857e-02 -1.10977404e-02  2.40374263e-02
 -1.02780908e-02  5.01882471e-02  3.53852324e-02 -2.59183906e-02
 -1.48353828e-02 -8.06715414e-02 -8.59893579e-03 -3.48830111e-02
  4.20177802e-02  1.04795927e-02 -3.20500433e-02 -5.42909279e-02
 -9.99789778e-03  6.65672794e-02  3.50124426e-02 -6.52260184e-02
 -3.79905365e-02  8.03759396e-02  8.39961991e-02 -1.41524404e-01
 -1.81658585e-02 -2.88593899e-02 -2.25218059e-03 -6.14663735e-02
  4.12447527e-02 -7.94635992e-03 -1.53128449e-02 -7.80715048e-03
  2.77655516e-02 -2.39294972e-02  2.80928565e-03 -3.17220539e-02
  4.05444093e-02  3.31470966e-02 -7.88750965e-03  1.50619745e-01
 -7.19403028e-02 -7.66516477e-02 -6.65688142e-02 -1.03382701e-02
  8.58770013e-02  3.83665264e-02  5.17857708e-02 -3.84412818e-02
 -1.77929513e-02 -3.92369516e-02 -3.50983404e-02  1.93553437e-02
 -3.41011137e-02 -3.16288918e-02  1.17314793e-01  6.68078884e-02
  2.08810475e-02 -5.76682948e-03 -1.40615746e-01 -4.24984209e-02
  2.80521307e-02  2.08113287e-02  1.33795117e-03  6.51504053e-03
 -1.06689252e-01  7.04480484e-02  2.86507867e-02  5.16289845e-02
  1.48948713e-03  1.54550159e-02 -2.83210147e-02 -2.02096254e-02
  3.88094522e-02  5.29220290e-02  1.63315143e-02 -5.15373796e-02
 -7.53926439e-03 -5.95323853e-02 -3.36805880e-02  1.12032764e-01
  6.66728616e-02 -2.02316623e-02 -1.20403498e-01 -6.36912212e-02
  1.35113038e-02  3.76733541e-02  2.69776452e-02  2.52025835e-02
 -7.78493285e-02  1.07625701e-01  7.38011450e-02 -2.20497380e-08
 -4.06302139e-03  4.75758016e-02  1.03167176e-01 -1.04945555e-01
  3.52795273e-02  2.35560648e-02  9.79571491e-02  2.42963787e-02
 -6.32432327e-02 -3.81613821e-02  2.17522942e-02  1.92311238e-02
 -8.52247849e-02 -2.18883082e-02  5.55565320e-02 -2.59473119e-02
  3.60956751e-02 -2.02075504e-02 -1.21882465e-02 -3.30376290e-02
 -2.15474404e-02 -8.86981189e-03  9.16546434e-02 -8.10990483e-02
 -1.09563708e-01  6.18245751e-02 -2.47472282e-02 -1.82760861e-02
 -9.05257612e-02  1.90397948e-02  2.61397697e-02  6.24234676e-02
  1.10245250e-01 -3.79049033e-02  5.56289889e-02 -4.13631536e-02
 -8.78591612e-02 -1.90532655e-02 -9.56591889e-02 -4.92371134e-02
 -3.01933219e-03 -6.17383607e-02 -4.30729128e-02  4.44367416e-02
  5.58581240e-02  5.03826253e-02  5.43782767e-03 -1.23703517e-02
 -6.09452464e-02  5.00982739e-02 -6.93951771e-02 -4.37722169e-02
  6.18160255e-02  1.77897625e-02 -5.02423756e-02 -3.63288224e-02
  8.93018022e-02 -3.29643600e-02  5.77780604e-02  1.17757162e-02
  4.26989123e-02 -1.06712114e-02  4.82596345e-02  6.66070580e-02]"
When is a loaned item expected to be returned?,HA-1,"[-6.90468401e-02  1.87734049e-02  2.86268797e-02  1.11337937e-02
 -1.52801294e-02  3.48992087e-03  1.34930341e-02 -3.34622264e-02
 -1.40562942e-02  1.66309997e-02  9.77240503e-02  3.24656144e-02
 -2.27633268e-02 -1.78373791e-02 -7.73377642e-02 -2.90031601e-02
  2.99318228e-02 -5.14028557e-02 -6.18093833e-02  1.82884187e-02
  2.94027906e-02 -2.40540896e-02 -2.31903736e-02 -6.83763027e-02
  6.04991913e-02  7.27944821e-02 -1.44384867e-02 -4.08716388e-02
  1.00391926e-02 -4.64292504e-02 -1.60649251e-02 -3.71169001e-02
 -9.87284258e-03  4.51279664e-03  2.19504405e-02  9.02960300e-02
  2.26567388e-02 -1.04777910e-01 -5.06957397e-02 -1.42309265e-02
 -3.37224156e-02 -2.60519441e-02 -2.02890113e-02  7.51433254e-04
  1.93690751e-02 -2.81976908e-02  4.71899025e-02  4.10621008e-03
 -1.90905947e-02  2.97807418e-02  4.21068706e-02 -3.25113651e-03
 -4.19843905e-02  1.12425499e-01 -2.54759528e-02  1.19359247e-01
  7.10513890e-02 -1.60838515e-02 -2.51017362e-02 -2.60965861e-02
  5.76632619e-02 -1.83117632e-02 -7.88379982e-02 -2.18777340e-02
  8.22008401e-02 -5.57143949e-02  1.06943958e-02 -6.53289258e-02
 -8.38388726e-02 -2.99208146e-02  6.69495687e-02 -3.73906493e-02
  5.85282780e-03  5.36341295e-02  7.09161684e-02  3.85018699e-02
  6.97295591e-02  4.23833132e-02 -3.58959809e-02 -7.12699965e-02
 -5.02469130e-02 -3.84396641e-03 -5.81621286e-03 -8.23880136e-02
  3.46252066e-03 -3.09202559e-02 -9.38374363e-03  8.43436047e-02
  9.70137343e-02  8.91253129e-02  6.47725239e-02 -4.87829413e-04
 -5.67089627e-03 -2.83479262e-02 -1.00829199e-01 -1.37844021e-02
  2.26425994e-02  6.12969808e-02  4.15171459e-02  4.36519124e-02
  4.72554900e-02  6.03760146e-02  3.11312899e-02  3.27108540e-02
  2.50458065e-02 -1.26550607e-02  2.01451723e-02 -4.30879667e-02
 -3.95290069e-02 -1.24976058e-02 -6.76270872e-02  5.55823855e-02
  2.75542010e-02  7.69334193e-03 -4.53312742e-03  6.70097023e-03
 -6.20093718e-02  2.30626296e-02 -1.44248623e-02 -6.27835914e-02
  4.66309823e-02  9.67691392e-02  5.84282055e-02 -1.23016145e-02
 -1.08035415e-01 -2.73975683e-03 -1.99339371e-02 -5.70266546e-33
 -4.06402946e-02 -6.47787526e-02  3.47845908e-03 -8.30621123e-02
 -2.29661986e-02 -7.01804981e-02  3.62244621e-02  2.34888475e-02
 -3.47642810e-04  3.14099677e-02 -3.23902001e-03  1.62742790e-02
 -1.60399161e-03 -3.25850956e-02 -6.32326901e-02  3.26833427e-02
 -3.39908265e-02  1.83036476e-02  2.80427784e-02  3.90230305e-02
 -4.40954491e-02 -3.69966626e-02  5.29914610e-02  1.83183812e-02
  5.64537495e-02 -1.12749457e-01 -2.00906526e-02 -2.74781380e-02
  5.42315021e-02 -3.10757314e-03  1.15101509e-01  5.48988990e-02
  9.29662883e-02 -1.17193218e-02 -9.26448405e-02  6.69305995e-02
  6.04153797e-03  1.71226375e-02 -3.37301125e-03 -3.01242806e-02
  8.08110088e-02 -4.05003317e-02  2.28511030e-03  1.88368354e-02
 -6.22494705e-03 -1.38894156e-01  5.12247682e-02 -1.73391849e-02
 -3.83495875e-02  2.32609734e-02 -1.28985774e-02 -2.91451477e-02
 -2.07630768e-02  6.90730615e-03 -9.05213058e-02 -1.62880048e-02
  2.02649590e-02  2.51390655e-02 -5.74773252e-02 -7.00716972e-02
  9.75697562e-02 -3.51341069e-02  5.16139381e-02  2.79104915e-02
 -6.31328523e-02  3.32162306e-02  6.58923537e-02 -1.80278085e-02
 -3.35407816e-02 -2.14135293e-02 -4.28777151e-02  1.11765228e-02
 -3.78984250e-02  2.99468599e-02  1.70093309e-02 -1.20871747e-02
  1.58331729e-02 -3.02318446e-02  7.36172423e-02 -1.38470903e-02
 -6.02860451e-02 -5.06076170e-03 -3.50362659e-02  1.15972884e-01
 -3.33695672e-02  4.00629565e-02  5.15658408e-02 -1.37145177e-01
  2.32187882e-02 -1.11716930e-02 -1.25555685e-02 -9.34290439e-02
 -1.91848632e-02  1.62254758e-02  1.71185970e-01  2.15800779e-33
  1.11291304e-01  1.94139476e-03 -6.65642992e-02  2.49552764e-02
 -3.04307062e-02 -4.45766300e-02 -9.00854990e-02  6.99032247e-02
 -5.05473167e-02  9.40961614e-02 -1.25129102e-02 -7.91508630e-02
  3.03846337e-02  3.65920626e-02 -6.11486984e-03  3.57818864e-02
  1.88284442e-02 -3.25374082e-02  6.17800504e-02 -2.82803327e-02
  2.81976312e-02  5.19641265e-02  1.34051293e-01 -1.39775304e-02
 -8.74621645e-02  7.11427815e-03 -1.10288812e-02 -7.46968016e-02
 -1.10589415e-01 -7.04423636e-02 -1.30682429e-02 -6.55301362e-02
  5.99873159e-03  8.73123631e-02  7.01619238e-02 -4.71184924e-02
 -4.32286551e-03 -3.87775935e-02  2.61010230e-02  3.15618180e-02
  1.11160874e-01  2.65642814e-02  6.70593232e-03  5.79924323e-02
  2.92042848e-02 -7.31201321e-02 -4.40904265e-03 -7.07651749e-02
  1.04745090e-01  1.74800437e-02  2.61448212e-02  5.64600602e-02
  1.45740006e-02  2.63454206e-03 -8.37153476e-03  9.77428481e-02
  6.84760287e-02 -5.16583286e-02  2.55696476e-02  8.42489377e-02
 -6.48086742e-02  1.78694837e-02 -1.17286919e-02 -2.58161146e-02
  2.48396154e-02 -7.23104551e-02  9.24425423e-02 -8.03616792e-02
  9.81913880e-02 -5.40476553e-02  3.16314958e-02  2.72528213e-02
 -3.42582650e-02 -2.75929980e-02  6.09037466e-03  4.09618169e-02
  2.06997339e-02 -4.71810624e-02  2.06719633e-04 -2.55909022e-02
 -2.53308695e-02 -3.89527995e-04  1.78683922e-02  9.41385105e-02
  4.05995063e-02 -1.10862523e-01  8.35685283e-02 -6.00062720e-02
  3.77375074e-02  1.30913062e-02  4.53974493e-02  7.42092449e-03
  3.99771482e-02  2.72948630e-02 -6.72846809e-02 -1.77910255e-08
 -1.36110820e-02  2.79890150e-02 -1.68546475e-02  3.83148715e-02
  8.91920552e-02 -2.65326742e-02  4.93254922e-02 -4.74716425e-02
 -5.78278117e-02 -6.46690503e-02  3.87221240e-02 -6.42856881e-02
 -4.86583710e-02 -1.49407024e-02  3.43439449e-03 -6.60516322e-02
  4.79384698e-02 -6.63040131e-02 -5.38150184e-02 -2.07553245e-02
 -6.87513500e-02 -2.01895498e-02  8.10330361e-02  2.88269557e-02
 -7.09683299e-02 -9.00410190e-02 -1.78939551e-02  7.17640668e-02
 -1.41522819e-02  1.76126715e-02 -7.34905992e-03  7.03136921e-02
  1.54087702e-02 -1.80677101e-02 -2.42444277e-02 -4.46848013e-02
  3.43207605e-02 -2.21433192e-02 -7.22619193e-03 -1.38245290e-02
  3.25524397e-02 -1.57171283e-02 -4.31759991e-02  6.56418677e-04
  1.12665430e-01  2.20629778e-02 -7.67556876e-02 -3.16754952e-02
  1.13484329e-02 -6.82470724e-02 -6.94465498e-03 -6.28699213e-02
  2.09950432e-02 -2.69920360e-02 -2.33627930e-02 -4.86297999e-03
  3.84535417e-02  4.97408807e-02  5.31927422e-02 -5.46284243e-02
  2.46016085e-02 -2.29485501e-02 -4.21394929e-02 -5.28323725e-02]"
Is the artefact out for repair?,HA-1,"[-5.79966865e-02  3.27569470e-02  8.51230696e-02 -1.42014772e-02
  5.00215124e-03 -4.21428531e-02 -4.20499109e-02 -1.76429953e-02
 -8.02259371e-02 -1.55473845e-02 -3.06063294e-02  7.85185322e-02
 -9.77945402e-02  1.27117597e-02 -6.68289438e-02 -4.15192544e-02
 -6.84895273e-03 -7.83368573e-03 -2.14725174e-02  2.77177356e-02
 -7.97206536e-02  9.13729295e-02 -9.91708413e-02 -4.87054139e-02
 -1.91689953e-02  3.51270474e-02 -1.16797194e-01 -2.00858358e-02
  4.13315631e-02 -1.03208624e-01 -3.69513296e-02  1.45301912e-02
 -1.37735501e-01 -7.23238662e-02  1.01409547e-01  5.16192615e-02
 -3.38390097e-02  8.98585480e-04 -4.63504568e-02  1.70723144e-02
 -1.18580209e-02 -3.63864042e-02 -1.32064447e-01 -5.80788702e-02
  3.85213643e-02  4.37986180e-02  6.91523030e-02 -3.79575714e-02
  9.69802439e-02  8.37634038e-03 -9.94623974e-02 -2.09439006e-02
  4.57573906e-02  3.16088684e-02  6.86367080e-02  4.66014594e-02
  3.18396501e-02  1.60876531e-02  6.19532354e-03 -3.94613780e-02
  9.27146226e-02  3.95662077e-02 -4.41782549e-02  1.01098761e-01
  3.55748236e-02 -5.22053055e-03  9.97649506e-03 -9.93465632e-02
  3.05844843e-02 -2.09763944e-02  6.10472560e-02 -3.99027802e-02
 -2.82363202e-02 -2.21667252e-03  1.04829095e-01  7.93134347e-02
 -5.64828143e-02 -5.00603467e-02  3.63799147e-02 -2.60870326e-02
  1.28375413e-02  9.57283005e-03 -7.04233255e-03  2.95921043e-02
  6.82862699e-02  5.33103310e-02  6.33866712e-02 -3.85895334e-02
  3.04754581e-02  2.36374531e-02  4.51083221e-02  1.32425837e-02
  7.78171699e-03 -1.97645277e-02  7.32661337e-02 -8.40396527e-03
  6.16271570e-02 -1.73126347e-03  3.98534909e-02  6.96043000e-02
 -6.91088010e-03  7.95348827e-03  6.23067133e-02 -9.00060982e-02
 -3.21671329e-02 -2.37667412e-02 -6.68119118e-02  7.37971738e-02
  3.63745578e-02 -2.22270712e-02  1.93999950e-02  4.30386849e-02
  8.17418694e-02 -3.53244096e-02  2.42115539e-02  1.68294497e-02
 -8.57708603e-02 -3.15558389e-02 -7.90647138e-03 -1.02520268e-02
  3.96422110e-02 -9.45989788e-03  3.25512737e-02 -4.56766970e-02
 -1.75834517e-03 -4.70685139e-02  4.17858176e-02 -4.14302727e-33
  3.78654711e-02 -1.38435513e-03 -2.95690540e-02  6.33054087e-03
  3.13055590e-02  3.94661799e-02 -1.15989884e-02  9.21397284e-03
  3.66542190e-02 -3.49283069e-02  5.09570949e-02  7.84150418e-03
 -3.88176888e-02 -3.09079438e-02 -3.05318478e-02 -4.40955441e-03
 -2.23641228e-02  3.90262678e-02 -9.35553759e-02  3.43163833e-02
 -3.11444513e-03 -3.92796062e-02 -3.63640636e-02 -3.60984541e-02
 -9.63903032e-03  1.06975041e-01 -5.48547367e-03  4.59009930e-02
 -5.04569486e-02  6.75405785e-02 -2.32514255e-02  6.87008649e-02
  3.01230438e-02 -2.96162125e-02 -7.76019320e-02  4.95328195e-03
 -1.17568932e-02 -5.55445142e-02 -6.47545010e-02 -4.45714407e-02
 -4.56407331e-02  4.51561995e-02 -5.06420173e-02  2.30611372e-03
  3.07623316e-02 -5.63095286e-02  8.79947748e-03 -1.64142752e-03
 -8.13444480e-02 -3.58985327e-02 -2.06734743e-02  6.51055872e-02
  6.24720985e-03  1.91442538e-02 -2.99010556e-02  1.16212785e-01
  3.90242338e-02 -6.08398542e-02  1.94667128e-03 -1.65118538e-02
  8.39069933e-02  2.92403251e-02 -9.51776467e-03  5.17390445e-02
  2.10150462e-02  2.73979791e-02  4.05865461e-02  3.93836536e-02
  2.69536600e-02 -9.95376259e-02 -5.91186620e-02 -2.14954335e-02
 -5.44420034e-02  5.01769595e-02 -7.32851624e-02 -5.14630647e-03
 -4.35407422e-02 -2.64678802e-02 -3.57104465e-02 -4.42103893e-02
 -6.22198321e-02  1.06905326e-02  8.52472112e-02 -2.15815660e-02
  1.15722036e-02 -2.26424169e-02  6.26545250e-02 -8.33699014e-03
 -2.72379126e-02  2.24637277e-02 -1.05848042e-02  1.96538493e-03
 -6.40280619e-02 -2.76966225e-02  5.79307927e-03  1.93701008e-33
 -3.01735383e-02 -9.36536118e-02  2.59129126e-02  3.20931487e-02
 -1.10926405e-02 -4.02485095e-02 -1.20724710e-02  1.00144655e-01
 -5.34728810e-04  4.27466221e-02 -2.70091910e-02  1.51199941e-02
 -6.39159903e-02 -3.89662012e-02  4.05518897e-02 -6.87743956e-03
  1.82982162e-03 -1.02361634e-01 -4.41379808e-02  5.21263778e-02
  4.68526073e-02  9.28045809e-03  5.22580110e-02 -1.92233175e-02
 -2.65771598e-02  9.78510603e-02 -5.82715645e-02 -7.42808059e-02
 -5.55920079e-02 -1.60946057e-03  4.38528471e-02 -3.43882069e-02
 -6.26561791e-02  5.06553948e-02  1.72227621e-02  1.36730801e-02
  5.99748492e-02 -6.65657595e-02 -6.36241361e-02 -3.45233828e-02
  1.18498310e-01  6.73336983e-02 -2.24289317e-02  1.13045335e-01
  4.19461913e-02 -6.48166165e-02  1.17278127e-02 -3.21380161e-02
  5.33786379e-02  2.76171439e-03  6.26483262e-02 -1.30603015e-02
  9.88830850e-02  3.56646441e-02  4.34498582e-03  8.17755684e-02
  7.40192160e-02  1.03020226e-03 -9.96036530e-02  7.63063654e-02
  1.31735438e-02  9.33485255e-02 -1.80929829e-03 -1.69993360e-02
  1.38017818e-01  6.26949966e-02  4.87726070e-02  3.70850191e-02
  1.30894585e-02 -3.16565298e-02  5.38264103e-02  4.75337580e-02
 -8.93077478e-02 -5.70975505e-02  7.46826530e-02  5.01758531e-02
 -8.11714232e-02 -1.42872902e-02 -1.50266057e-02  1.84328686e-02
  9.70094372e-03 -4.10496518e-02  3.30226421e-02  2.20519416e-02
  8.85985196e-02 -7.62825310e-02 -4.94146021e-03 -1.42326509e-03
 -3.52490060e-02 -4.19950783e-02 -5.04222661e-02  3.84802185e-02
 -5.49202189e-02 -3.88743845e-03 -1.34564620e-02 -1.82368023e-08
 -6.57010749e-02  7.21875429e-02 -1.12381962e-03 -3.56642641e-02
 -2.28002798e-02 -1.36646971e-01  5.23818955e-02  7.32929930e-02
 -5.05443616e-03 -1.52514419e-02 -5.48168942e-02 -1.00789750e-02
  3.12928595e-02  1.88717097e-02  3.27294022e-02 -1.10327497e-01
 -3.34420390e-02  1.10052740e-02 -1.24563903e-01 -1.40683517e-01
  3.93927209e-02  8.05105269e-03  5.82579896e-02  1.17713306e-02
 -1.33379437e-02 -2.76369359e-02  1.11419270e-02  2.70680524e-03
 -5.41347191e-02 -4.13116300e-03 -5.41065447e-02  2.68805586e-02
  1.09663084e-01  4.59606899e-03  4.34592068e-02 -3.18327323e-02
 -3.13826930e-03  1.19732004e-02 -4.85885423e-03 -6.38695508e-02
  1.15137901e-02 -3.64608616e-02  6.31775856e-02  4.57527116e-02
 -9.89447534e-03 -2.66017504e-02 -1.29235806e-02 -4.94630123e-03
 -2.03779992e-02 -7.84138739e-02 -1.62397996e-02  6.11530840e-02
  3.05715222e-02 -1.58856120e-02 -6.50245026e-02 -7.68249556e-02
  4.38846834e-02  1.98447760e-02 -1.76931825e-02  1.07579157e-02
 -2.93304697e-02 -1.31110623e-02  1.00789778e-01  4.48806733e-02]"
